ProjectID,DeliverableName,StartDate,EndDate,Duration(Days)
519,Code,2018-12-12,2018-12-25,14
519,Unit Test,2018-12-26,2019-01-03,9
519,System Test,2019-01-04,2019-01-30,27
520,Project Plan,2018-03-29,2018-04-07,10
520,Requirements Specification,2018-04-08,2018-04-27,20
520,Design Document,2018-04-28,2018-05-21,24
520,Code,2018-05-22,2018-06-02,12
520,Unit Test,2018-06-03,2018-06-14,12
520,System Test,2018-06-15,2018-08-09,56
521,Project Plan,2020-12-25,2021-01-02,9
521,Requirements Specification,2021-01-03,2021-01-20,18
521,Design Document,2021-01-21,2021-02-15,26
521,Code,2021-02-16,2021-02-28,13
521,Unit Test,2021-03-01,2021-03-09,9
521,System Test,2021-03-10,2021-04-25,47
522,Project Plan,2018-08-03,2018-08-08,6
522,Requirements Specification,2018-08-09,2018-08-31,23
522,Design Document,2018-09-01,2018-09-25,25
522,Code,2018-09-26,2018-10-08,13
522,Unit Test,2018-10-09,2018-10-17,9
522,System Test,2018-10-18,2018-11-25,39
523,Project Plan,2018-09-13,2018-09-18,6
523,Requirements Specification,2018-09-19,2018-10-12,24
523,Design Document,2018-10-13,2018-11-06,25
523,Code,2018-11-07,2018-11-22,16
523,Unit Test,2018-11-23,2018-12-03,11
523,System Test,2018-12-04,2019-01-01,29
524,Project Plan,2020-03-11,2020-03-20,10
524,Requirements Specification,2020-03-21,2020-04-08,19
524,Design Document,2020-04-09,2020-05-06,28
524,Code,2020-05-07,2020-05-14,8
524,Unit Test,2020-05-15,2020-05-23,9
524,System Test,2020-05-24,2020-06-25,33
525,Project Plan,2016-11-13,2016-11-22,10
525,Requirements Specification,2016-11-23,2016-12-13,21
525,Design Document,2016-12-14,2017-01-04,22
525,Code,2017-01-05,2017-01-16,12
525,Unit Test,2017-01-17,2017-01-25,9
525,System Test,2017-01-26,2017-02-25,31
526,Project Plan,2020-02-12,2020-02-22,11
526,Requirements Specification,2020-02-23,2020-03-11,18
526,Design Document,2020-03-12,2020-03-24,13
526,Code,2020-03-25,2020-04-06,13
526,Unit Test,2020-04-07,2020-04-13,7
526,System Test,2020-04-14,2020-05-06,23
527,Project Plan,2017-03-01,2017-03-07,7
527,Requirements Specification,2017-03-08,2017-03-27,20
527,Design Document,2017-03-28,2017-04-26,30
527,Code,2017-04-27,2017-05-11,15
527,Unit Test,2017-05-12,2017-05-19,8
527,System Test,2017-05-20,2017-07-02,44
528,Project Plan,2019-07-01,2019-07-09,9
528,Requirements Specification,2019-07-10,2019-07-26,17
528,Design Document,2019-07-27,2019-08-15,20
528,Code,2019-08-16,2019-08-24,9
528,Unit Test,2019-08-25,2019-09-02,9
528,System Test,2019-09-03,2019-10-13,41
529,Project Plan,2018-10-18,2018-10-26,9
529,Requirements Specification,2018-10-27,2018-11-13,18
529,Design Document,2018-11-14,2018-12-04,21
529,Code,2018-12-05,2018-12-20,16
529,Unit Test,2018-12-21,2018-12-27,7
529,System Test,2018-12-28,2019-02-12,47
530,Project Plan,2017-09-05,2017-09-11,7
530,Requirements Specification,2017-09-12,2017-09-28,17
530,Design Document,2017-09-29,2017-10-17,19
530,Code,2017-10-18,2017-10-30,13
530,Unit Test,2017-10-31,2017-11-10,11
530,System Test,2017-11-11,2017-12-25,45
531,Project Plan,2020-11-11,2020-11-21,11
531,Requirements Specification,2020-11-22,2020-12-12,21
531,Design Document,2020-12-13,2021-01-01,20
531,Code,2021-01-02,2021-01-15,14
531,Unit Test,2021-01-16,2021-01-23,8
531,System Test,2021-01-24,2021-03-17,53
532,Project Plan,2019-05-21,2019-05-27,7
532,Requirements Specification,2019-05-28,2019-06-18,22
532,Design Document,2019-06-19,2019-07-16,28
532,Code,2019-07-17,2019-08-05,20
532,Unit Test,2019-08-06,2019-08-14,9
532,System Test,2019-08-15,2019-09-30,47
533,Project Plan,2019-08-07,2019-08-20,14
533,Requirements Specification,2019-08-21,2019-09-07,18
533,Design Document,2019-09-08,2019-09-25,18
533,Code,2019-09-26,2019-10-04,9
533,Unit Test,2019-10-05,2019-10-15,11
533,System Test,2019-10-16,2019-11-05,21
534,Project Plan,2020-11-11,2020-11-19,9
534,Requirements Specification,2020-11-20,2020-12-10,21
534,Design Document,2020-12-11,2021-01-04,25
534,Code,2021-01-05,2021-01-20,16
534,Unit Test,2021-01-21,2021-01-30,10
534,System Test,2021-01-31,2021-03-23,52
535,Project Plan,2018-10-19,2018-10-26,8
535,Requirements Specification,2018-10-27,2018-11-12,17
535,Design Document,2018-11-13,2018-12-03,21
535,Code,2018-12-04,2018-12-20,17
535,Unit Test,2018-12-21,2018-12-31,11
535,System Test,2019-01-01,2019-02-13,44
536,Project Plan,2018-03-16,2018-03-27,12
536,Requirements Specification,2018-03-28,2018-04-12,16
536,Design Document,2018-04-13,2018-05-13,31
536,Code,2018-05-14,2018-06-01,19
536,Unit Test,2018-06-02,2018-06-12,11
536,System Test,2018-06-13,2018-08-08,57
537,Project Plan,2019-12-24,2019-12-29,6
537,Requirements Specification,2019-12-30,2020-01-16,18
537,Design Document,2020-01-17,2020-02-07,22
537,Code,2020-02-08,2020-02-24,17
537,Unit Test,2020-02-25,2020-03-02,7
537,System Test,2020-03-03,2020-04-18,47
538,Project Plan,2015-02-26,2015-03-09,12
538,Requirements Specification,2015-03-10,2015-03-31,22
538,Design Document,2015-04-01,2015-04-26,26
538,Code,2015-04-27,2015-05-08,12
538,Unit Test,2015-05-09,2015-05-16,8
538,System Test,2015-05-17,2015-07-07,52
539,Project Plan,2015-12-27,2016-01-06,11
539,Requirements Specification,2016-01-07,2016-01-25,19
539,Design Document,2016-01-26,2016-02-17,23
539,Code,2016-02-18,2016-02-25,8
539,Unit Test,2016-02-26,2016-03-03,7
539,System Test,2016-03-04,2016-05-01,59
540,Project Plan,2016-03-15,2016-03-21,7
540,Requirements Specification,2016-03-22,2016-04-10,20
540,Design Document,2016-04-11,2016-05-09,29
540,Code,2016-05-10,2016-05-20,11
540,Unit Test,2016-05-21,2016-05-30,10
540,System Test,2016-05-31,2016-07-18,49
541,Project Plan,2017-03-23,2017-04-01,10
541,Requirements Specification,2017-04-02,2017-04-29,28
541,Design Document,2017-04-30,2017-05-17,18
541,Code,2017-05-18,2017-06-04,18
541,Unit Test,2017-06-05,2017-06-13,9
541,System Test,2017-06-14,2017-07-30,47
542,Project Plan,2019-07-27,2019-08-05,10
542,Requirements Specification,2019-08-06,2019-08-22,17
542,Design Document,2019-08-23,2019-09-16,25
542,Code,2019-09-17,2019-09-25,9
542,Unit Test,2019-09-26,2019-10-06,11
542,System Test,2019-10-07,2019-11-17,42
543,Project Plan,2015-06-18,2015-06-28,11
543,Requirements Specification,2015-06-29,2015-07-21,23
543,Design Document,2015-07-22,2015-08-16,26
543,Code,2015-08-17,2015-08-31,15
543,Unit Test,2015-09-01,2015-09-08,8
543,System Test,2015-09-09,2015-10-10,32
544,Project Plan,2020-03-03,2020-03-14,12
544,Requirements Specification,2020-03-15,2020-04-07,24
544,Design Document,2020-04-08,2020-05-01,24
544,Code,2020-05-02,2020-05-16,15
544,Unit Test,2020-05-17,2020-05-24,8
544,System Test,2020-05-25,2020-07-14,51
545,Project Plan,2019-11-28,2019-12-08,11
545,Requirements Specification,2019-12-09,2020-01-02,25
545,Design Document,2020-01-03,2020-01-23,21
545,Code,2020-01-24,2020-02-05,13
545,Unit Test,2020-02-06,2020-02-15,10
545,System Test,2020-02-16,2020-04-01,46
546,Project Plan,2019-05-05,2019-05-13,9
546,Requirements Specification,2019-05-14,2019-05-30,17
546,Design Document,2019-05-31,2019-06-27,28
546,Code,2019-06-28,2019-07-14,17
546,Unit Test,2019-07-15,2019-07-22,8
546,System Test,2019-07-23,2019-09-13,53
547,Project Plan,2016-06-15,2016-06-26,12
547,Requirements Specification,2016-06-27,2016-07-16,20
547,Design Document,2016-07-17,2016-08-10,25
547,Code,2016-08-11,2016-08-26,16
547,Unit Test,2016-08-27,2016-09-03,8
547,System Test,2016-09-04,2016-10-13,40
548,Project Plan,2015-06-09,2015-06-13,5
548,Requirements Specification,2015-06-14,2015-07-05,22
548,Design Document,2015-07-06,2015-07-23,18
548,Code,2015-07-24,2015-08-11,19
548,Unit Test,2015-08-12,2015-08-20,9
548,System Test,2015-08-21,2015-09-26,37
549,Project Plan,2017-06-07,2017-06-14,8
549,Requirements Specification,2017-06-15,2017-07-03,19
549,Design Document,2017-07-04,2017-08-02,30
549,Code,2017-08-03,2017-08-09,7
549,Unit Test,2017-08-10,2017-08-21,12
549,System Test,2017-08-22,2017-10-03,43
550,Project Plan,2015-02-28,2015-03-06,7
550,Requirements Specification,2015-03-07,2015-03-22,16
550,Design Document,2015-03-23,2015-04-22,31
550,Code,2015-04-23,2015-05-04,12
550,Unit Test,2015-05-05,2015-05-11,7
550,System Test,2015-05-12,2015-07-01,51
551,Project Plan,2019-12-19,2019-12-28,10
551,Requirements Specification,2019-12-29,2020-01-14,17
551,Design Document,2020-01-15,2020-02-08,25
551,Code,2020-02-09,2020-02-19,11
551,Unit Test,2020-02-20,2020-03-02,12
551,System Test,2020-03-03,2020-04-21,50
552,Project Plan,2018-10-16,2018-10-26,11
552,Requirements Specification,2018-10-27,2018-11-16,21
552,Design Document,2018-11-17,2018-12-18,32
552,Code,2018-12-19,2019-01-01,14
552,Unit Test,2019-01-02,2019-01-08,7
552,System Test,2019-01-09,2019-02-21,44
553,Project Plan,2019-05-17,2019-05-30,14
553,Requirements Specification,2019-05-31,2019-06-15,16
553,Design Document,2019-06-16,2019-07-08,23
553,Code,2019-07-09,2019-07-24,16
553,Unit Test,2019-07-25,2019-08-02,9
553,System Test,2019-08-03,2019-09-01,30
554,Project Plan,2016-11-03,2016-11-14,12
554,Requirements Specification,2016-11-15,2016-12-10,26
554,Design Document,2016-12-11,2017-01-04,25
554,Code,2017-01-05,2017-01-16,12
554,Unit Test,2017-01-17,2017-01-22,6
554,System Test,2017-01-23,2017-03-05,42
555,Project Plan,2017-03-22,2017-04-02,12
555,Requirements Specification,2017-04-03,2017-04-23,21
555,Design Document,2017-04-24,2017-05-17,24
555,Code,2017-05-18,2017-05-30,13
555,Unit Test,2017-05-31,2017-06-06,7
555,System Test,2017-06-07,2017-07-24,48
556,Project Plan,2017-12-11,2017-12-21,11
556,Requirements Specification,2017-12-22,2018-01-05,15
556,Design Document,2018-01-06,2018-02-05,31
556,Code,2018-02-06,2018-02-21,16
556,Unit Test,2018-02-22,2018-03-05,12
556,System Test,2018-03-06,2018-03-31,26
557,Project Plan,2017-09-10,2017-09-16,7
557,Requirements Specification,2017-09-17,2017-10-05,19
557,Design Document,2017-10-06,2017-11-01,27
557,Code,2017-11-02,2017-11-21,20
557,Unit Test,2017-11-22,2017-12-02,11
557,System Test,2017-12-03,2018-01-08,37
558,Project Plan,2019-04-03,2019-04-09,7
558,Requirements Specification,2019-04-10,2019-05-02,23
558,Design Document,2019-05-03,2019-05-23,21
558,Code,2019-05-24,2019-06-11,19
558,Unit Test,2019-06-12,2019-06-20,9
558,System Test,2019-06-21,2019-08-14,55
559,Project Plan,2020-06-14,2020-06-24,11
559,Requirements Specification,2020-06-25,2020-07-13,19
559,Design Document,2020-07-14,2020-08-04,22
559,Code,2020-08-05,2020-08-17,13
559,Unit Test,2020-08-18,2020-08-27,10
559,System Test,2020-08-28,2020-10-06,40
560,Project Plan,2017-04-30,2017-05-07,8
560,Requirements Specification,2017-05-08,2017-05-26,19
560,Design Document,2017-05-27,2017-06-20,25
560,Code,2017-06-21,2017-06-28,8
560,Unit Test,2017-06-29,2017-07-08,10
560,System Test,2017-07-09,2017-08-07,30
561,Project Plan,2019-09-21,2019-09-27,7
561,Requirements Specification,2019-09-28,2019-10-11,14
561,Design Document,2019-10-12,2019-10-28,17
561,Code,2019-10-29,2019-11-07,10
561,Unit Test,2019-11-08,2019-11-15,8
561,System Test,2019-11-16,2020-01-13,59
562,Project Plan,2017-09-19,2017-09-26,8
562,Requirements Specification,2017-09-27,2017-10-16,20
562,Design Document,2017-10-17,2017-11-11,26
562,Code,2017-11-12,2017-11-26,15
562,Unit Test,2017-11-27,2017-12-05,9
562,System Test,2017-12-06,2018-01-02,28
563,Project Plan,2018-12-09,2018-12-20,12
563,Requirements Specification,2018-12-21,2019-01-14,25
563,Design Document,2019-01-15,2019-02-01,18
563,Code,2019-02-02,2019-02-12,11
563,Unit Test,2019-02-13,2019-02-21,9
563,System Test,2019-02-22,2019-03-23,30
564,Project Plan,2019-11-30,2019-12-10,11
564,Requirements Specification,2019-12-11,2019-12-27,17
564,Design Document,2019-12-28,2020-01-29,33
564,Code,2020-01-30,2020-02-16,18
564,Unit Test,2020-02-17,2020-02-26,10
564,System Test,2020-02-27,2020-04-16,50
565,Project Plan,2019-01-02,2019-01-13,12
565,Requirements Specification,2019-01-14,2019-01-31,18
565,Design Document,2019-02-01,2019-02-21,21
565,Code,2019-02-22,2019-03-08,15
565,Unit Test,2019-03-09,2019-03-19,11
565,System Test,2019-03-20,2019-04-29,41
566,Project Plan,2017-08-13,2017-08-18,6
566,Requirements Specification,2017-08-19,2017-09-04,17
566,Design Document,2017-09-05,2017-09-28,24
566,Code,2017-09-29,2017-10-12,14
566,Unit Test,2017-10-13,2017-10-25,13
566,System Test,2017-10-26,2017-11-20,26
567,Project Plan,2015-04-15,2015-04-25,11
567,Requirements Specification,2015-04-26,2015-05-19,24
567,Design Document,2015-05-20,2015-06-22,34
567,Code,2015-06-23,2015-07-05,13
567,Unit Test,2015-07-06,2015-07-15,10
567,System Test,2015-07-16,2015-08-29,45
568,Project Plan,2020-10-05,2020-10-14,10
568,Requirements Specification,2020-10-15,2020-11-02,19
568,Design Document,2020-11-03,2020-11-28,26
568,Code,2020-11-29,2020-12-05,7
568,Unit Test,2020-12-06,2020-12-16,11
568,System Test,2020-12-17,2021-01-26,41
569,Project Plan,2018-11-13,2018-11-21,9
569,Requirements Specification,2018-11-22,2018-12-17,26
569,Design Document,2018-12-18,2019-01-08,22
569,Code,2019-01-09,2019-01-21,13
569,Unit Test,2019-01-22,2019-02-03,13
569,System Test,2019-02-04,2019-03-06,31
570,Project Plan,2017-12-31,2018-01-07,8
570,Requirements Specification,2018-01-08,2018-01-26,19
570,Design Document,2018-01-27,2018-02-23,28
570,Code,2018-02-24,2018-03-10,15
570,Unit Test,2018-03-11,2018-03-17,7
570,System Test,2018-03-18,2018-04-20,34
571,Project Plan,2015-12-16,2015-12-23,8
571,Requirements Specification,2015-12-24,2016-01-11,19
571,Design Document,2016-01-12,2016-02-06,26
571,Code,2016-02-07,2016-02-22,16
571,Unit Test,2016-02-23,2016-02-28,6
571,System Test,2016-02-29,2016-04-18,50
572,Project Plan,2018-04-09,2018-04-18,10
572,Requirements Specification,2018-04-19,2018-05-12,24
572,Design Document,2018-05-13,2018-06-07,26
572,Code,2018-06-08,2018-06-25,18
572,Unit Test,2018-06-26,2018-07-05,10
572,System Test,2018-07-06,2018-08-27,53
573,Project Plan,2019-02-03,2019-02-13,11
573,Requirements Specification,2019-02-14,2019-03-04,19
573,Design Document,2019-03-05,2019-04-07,34
573,Code,2019-04-08,2019-04-24,17
573,Unit Test,2019-04-25,2019-05-05,11
573,System Test,2019-05-06,2019-06-01,27
574,Project Plan,2016-02-13,2016-02-19,7
574,Requirements Specification,2016-02-20,2016-03-10,20
574,Design Document,2016-03-11,2016-04-04,25
574,Code,2016-04-05,2016-04-17,13
574,Unit Test,2016-04-18,2016-04-27,10
574,System Test,2016-04-28,2016-06-21,55
575,Project Plan,2019-09-30,2019-10-10,11
575,Requirements Specification,2019-10-11,2019-10-26,16
575,Design Document,2019-10-27,2019-11-19,24
575,Code,2019-11-20,2019-12-01,12
575,Unit Test,2019-12-02,2019-12-10,9
575,System Test,2019-12-11,2020-01-14,35
576,Project Plan,2017-02-13,2017-02-21,9
576,Requirements Specification,2017-02-22,2017-03-09,16
576,Design Document,2017-03-10,2017-04-02,24
576,Code,2017-04-03,2017-04-15,13
576,Unit Test,2017-04-16,2017-04-19,4
576,System Test,2017-04-20,2017-06-18,60
577,Project Plan,2017-09-20,2017-10-01,12
577,Requirements Specification,2017-10-02,2017-10-19,18
577,Design Document,2017-10-20,2017-11-13,25
577,Code,2017-11-14,2017-11-24,11
577,Unit Test,2017-11-25,2017-12-07,13
577,System Test,2017-12-08,2018-02-03,58
578,Project Plan,2017-10-11,2017-10-20,10
578,Requirements Specification,2017-10-21,2017-11-12,23
578,Design Document,2017-11-13,2017-12-07,25
578,Code,2017-12-08,2017-12-17,10
578,Unit Test,2017-12-18,2017-12-26,9
578,System Test,2017-12-27,2018-02-05,41
579,Project Plan,2019-10-02,2019-10-10,9
579,Requirements Specification,2019-10-11,2019-10-29,19
579,Design Document,2019-10-30,2019-11-22,24
579,Code,2019-11-23,2019-12-06,14
579,Unit Test,2019-12-07,2019-12-16,10
579,System Test,2019-12-17,2020-01-14,29
580,Project Plan,2018-01-18,2018-01-25,8
580,Requirements Specification,2018-01-26,2018-02-10,16
580,Design Document,2018-02-11,2018-03-10,28
580,Code,2018-03-11,2018-03-18,8
580,Unit Test,2018-03-19,2018-03-30,12
580,System Test,2018-03-31,2018-05-22,53
581,Project Plan,2018-02-27,2018-03-07,9
581,Requirements Specification,2018-03-08,2018-03-19,12
581,Design Document,2018-03-20,2018-04-11,23
581,Code,2018-04-12,2018-04-25,14
581,Unit Test,2018-04-26,2018-05-02,7
581,System Test,2018-05-03,2018-06-05,34
582,Project Plan,2015-12-16,2015-12-28,13
582,Requirements Specification,2015-12-29,2016-01-18,21
582,Design Document,2016-01-19,2016-02-08,21
582,Code,2016-02-09,2016-02-18,10
582,Unit Test,2016-02-19,2016-02-27,9
582,System Test,2016-02-28,2016-04-04,37
583,Project Plan,2017-10-16,2017-10-25,10
583,Requirements Specification,2017-10-26,2017-11-12,18
583,Design Document,2017-11-13,2017-12-09,27
583,Code,2017-12-10,2017-12-29,20
583,Unit Test,2017-12-30,2018-01-09,11
583,System Test,2018-01-10,2018-02-17,39
584,Project Plan,2016-09-23,2016-10-01,9
584,Requirements Specification,2016-10-02,2016-10-19,18
584,Design Document,2016-10-20,2016-11-17,29
584,Code,2016-11-18,2016-11-30,13
584,Unit Test,2016-12-01,2016-12-10,10
584,System Test,2016-12-11,2017-01-19,40
585,Project Plan,2017-11-04,2017-11-11,8
585,Requirements Specification,2017-11-12,2017-11-26,15
585,Design Document,2017-11-27,2017-12-22,26
585,Code,2017-12-23,2018-01-05,14
585,Unit Test,2018-01-06,2018-01-16,11
585,System Test,2018-01-17,2018-02-19,34
586,Project Plan,2020-03-11,2020-03-22,12
586,Requirements Specification,2020-03-23,2020-04-08,17
586,Design Document,2020-04-09,2020-05-09,31
586,Code,2020-05-10,2020-05-18,9
586,Unit Test,2020-05-19,2020-05-28,10
586,System Test,2020-05-29,2020-07-11,44
587,Project Plan,2015-10-20,2015-10-27,8
587,Requirements Specification,2015-10-28,2015-11-17,21
587,Design Document,2015-11-18,2015-12-17,30
587,Code,2015-12-18,2015-12-25,8
587,Unit Test,2015-12-26,2016-01-05,11
587,System Test,2016-01-06,2016-01-20,15
588,Project Plan,2017-09-16,2017-09-23,8
588,Requirements Specification,2017-09-24,2017-10-17,24
588,Design Document,2017-10-18,2017-11-08,22
588,Code,2017-11-09,2017-11-19,11
588,Unit Test,2017-11-20,2017-11-28,9
588,System Test,2017-11-29,2018-01-27,60
589,Project Plan,2016-03-21,2016-03-26,6
589,Requirements Specification,2016-03-27,2016-04-11,16
589,Design Document,2016-04-12,2016-05-11,30
589,Code,2016-05-12,2016-05-31,20
589,Unit Test,2016-06-01,2016-06-09,9
589,System Test,2016-06-10,2016-07-06,27
590,Project Plan,2017-07-25,2017-08-07,14
590,Requirements Specification,2017-08-08,2017-08-31,24
590,Design Document,2017-09-01,2017-09-27,27
590,Code,2017-09-28,2017-10-09,12
590,Unit Test,2017-10-10,2017-10-18,9
590,System Test,2017-10-19,2017-11-25,38
591,Project Plan,2019-09-30,2019-10-09,10
591,Requirements Specification,2019-10-10,2019-11-02,24
591,Design Document,2019-11-03,2019-11-30,28
591,Code,2019-12-01,2019-12-11,11
591,Unit Test,2019-12-12,2019-12-23,12
591,System Test,2019-12-24,2020-02-04,43
592,Project Plan,2016-05-03,2016-05-13,11
592,Requirements Specification,2016-05-14,2016-06-06,24
592,Design Document,2016-06-07,2016-06-26,20
592,Code,2016-06-27,2016-07-10,14
592,Unit Test,2016-07-11,2016-07-18,8
592,System Test,2016-07-19,2016-08-11,24
593,Project Plan,2017-03-07,2017-03-16,10
593,Requirements Specification,2017-03-17,2017-04-12,27
593,Design Document,2017-04-13,2017-04-29,17
593,Code,2017-04-30,2017-05-13,14
593,Unit Test,2017-05-14,2017-05-24,11
593,System Test,2017-05-25,2017-07-04,41
594,Project Plan,2015-04-13,2015-04-21,9
594,Requirements Specification,2015-04-22,2015-05-07,16
594,Design Document,2015-05-08,2015-06-01,25
594,Code,2015-06-02,2015-06-13,12
594,Unit Test,2015-06-14,2015-06-18,5
594,System Test,2015-06-19,2015-08-08,51
595,Project Plan,2018-01-05,2018-01-15,11
595,Requirements Specification,2018-01-16,2018-02-04,20
595,Design Document,2018-02-05,2018-03-01,25
595,Code,2018-03-02,2018-03-19,18
595,Unit Test,2018-03-20,2018-03-29,10
595,System Test,2018-03-30,2018-05-17,49
596,Project Plan,2020-06-05,2020-06-13,9
596,Requirements Specification,2020-06-14,2020-07-06,23
596,Design Document,2020-07-07,2020-08-01,26
596,Code,2020-08-02,2020-08-16,15
596,Unit Test,2020-08-17,2020-08-23,7
596,System Test,2020-08-24,2020-10-04,42
597,Project Plan,2016-02-12,2016-02-19,8
597,Requirements Specification,2016-02-20,2016-03-08,18
597,Design Document,2016-03-09,2016-03-29,21
597,Code,2016-03-30,2016-04-09,11
597,Unit Test,2016-04-10,2016-04-23,14
597,System Test,2016-04-24,2016-06-15,53
598,Project Plan,2018-05-21,2018-06-02,13
598,Requirements Specification,2018-06-03,2018-06-18,16
598,Design Document,2018-06-19,2018-07-13,25
598,Code,2018-07-14,2018-07-24,11
598,Unit Test,2018-07-25,2018-08-01,8
598,System Test,2018-08-02,2018-08-31,30
599,Project Plan,2015-01-18,2015-01-29,12
599,Requirements Specification,2015-01-30,2015-02-16,18
599,Design Document,2015-02-17,2015-03-17,29
599,Code,2015-03-18,2015-04-02,16
599,Unit Test,2015-04-03,2015-04-16,14
599,System Test,2015-04-17,2015-05-11,25
600,Project Plan,2018-10-19,2018-10-30,12
600,Requirements Specification,2018-10-31,2018-11-22,23
600,Design Document,2018-11-23,2018-12-13,21
600,Code,2018-12-14,2018-12-31,18
600,Unit Test,2019-01-01,2019-01-10,10
600,System Test,2019-01-11,2019-02-16,37
601,Project Plan,2018-07-02,2018-07-09,8
601,Requirements Specification,2018-07-10,2018-07-26,17
601,Design Document,2018-07-27,2018-08-28,33
601,Code,2018-08-29,2018-09-12,15
601,Unit Test,2018-09-13,2018-09-23,11
601,System Test,2018-09-24,2018-10-25,32
602,Project Plan,2015-04-05,2015-04-12,8
602,Requirements Specification,2015-04-13,2015-05-05,23
602,Design Document,2015-05-06,2015-05-24,19
602,Code,2015-05-25,2015-06-06,13
602,Unit Test,2015-06-07,2015-06-16,10
602,System Test,2015-06-17,2015-07-27,41
603,Project Plan,2019-07-21,2019-07-29,9
603,Requirements Specification,2019-07-30,2019-08-19,21
603,Design Document,2019-08-20,2019-09-15,27
603,Code,2019-09-16,2019-10-02,17
603,Unit Test,2019-10-03,2019-10-10,8
603,System Test,2019-10-11,2019-11-16,37
604,Project Plan,2020-01-15,2020-01-26,12
604,Requirements Specification,2020-01-27,2020-02-17,22
604,Design Document,2020-02-18,2020-03-07,19
604,Code,2020-03-08,2020-03-23,16
604,Unit Test,2020-03-24,2020-03-29,6
604,System Test,2020-03-30,2020-05-08,40
605,Project Plan,2018-07-26,2018-08-07,13
605,Requirements Specification,2018-08-08,2018-08-24,17
605,Design Document,2018-08-25,2018-09-14,21
605,Code,2018-09-15,2018-10-01,17
605,Unit Test,2018-10-02,2018-10-07,6
605,System Test,2018-10-08,2018-11-09,33
606,Project Plan,2015-06-17,2015-06-27,11
606,Requirements Specification,2015-06-28,2015-07-15,18
606,Design Document,2015-07-16,2015-08-08,24
606,Code,2015-08-09,2015-08-25,17
606,Unit Test,2015-08-26,2015-09-04,10
606,System Test,2015-09-05,2015-10-16,42
607,Project Plan,2018-10-23,2018-10-31,9
607,Requirements Specification,2018-11-01,2018-11-21,21
607,Design Document,2018-11-22,2018-12-15,24
607,Code,2018-12-16,2018-12-31,16
607,Unit Test,2019-01-01,2019-01-09,9
607,System Test,2019-01-10,2019-02-16,38
608,Project Plan,2020-02-28,2020-03-06,8
608,Requirements Specification,2020-03-07,2020-03-25,19
608,Design Document,2020-03-26,2020-04-15,21
608,Code,2020-04-16,2020-04-26,11
608,Unit Test,2020-04-27,2020-05-06,10
608,System Test,2020-05-07,2020-06-17,42
609,Project Plan,2019-05-15,2019-05-25,11
609,Requirements Specification,2019-05-26,2019-06-12,18
609,Design Document,2019-06-13,2019-07-08,26
609,Code,2019-07-09,2019-07-24,16
609,Unit Test,2019-07-25,2019-08-03,10
609,System Test,2019-08-04,2019-09-03,31
610,Project Plan,2018-10-14,2018-10-23,10
610,Requirements Specification,2018-10-24,2018-11-13,21
610,Design Document,2018-11-14,2018-12-08,25
610,Code,2018-12-09,2018-12-16,8
610,Unit Test,2018-12-17,2018-12-26,10
610,System Test,2018-12-27,2019-02-26,62
611,Project Plan,2015-05-29,2015-06-06,9
611,Requirements Specification,2015-06-07,2015-06-23,17
611,Design Document,2015-06-24,2015-07-19,26
611,Code,2015-07-20,2015-08-03,15
611,Unit Test,2015-08-04,2015-08-15,12
611,System Test,2015-08-16,2015-09-11,27
612,Project Plan,2020-09-01,2020-09-11,11
612,Requirements Specification,2020-09-12,2020-10-02,21
612,Design Document,2020-10-03,2020-10-26,24
612,Code,2020-10-27,2020-11-11,16
612,Unit Test,2020-11-12,2020-11-23,12
612,System Test,2020-11-24,2021-01-10,48
613,Project Plan,2016-08-25,2016-08-31,7
613,Requirements Specification,2016-09-01,2016-09-22,22
613,Design Document,2016-09-23,2016-10-16,24
613,Code,2016-10-17,2016-10-31,15
613,Unit Test,2016-11-01,2016-11-10,10
613,System Test,2016-11-11,2016-12-18,38
614,Project Plan,2016-04-10,2016-04-21,12
614,Requirements Specification,2016-04-22,2016-05-10,19
614,Design Document,2016-05-11,2016-05-30,20
614,Code,2016-05-31,2016-06-12,13
614,Unit Test,2016-06-13,2016-06-22,10
614,System Test,2016-06-23,2016-08-13,52
615,Project Plan,2016-08-24,2016-09-03,11
615,Requirements Specification,2016-09-04,2016-09-20,17
615,Design Document,2016-09-21,2016-10-24,34
615,Code,2016-10-25,2016-11-08,15
615,Unit Test,2016-11-09,2016-11-20,12
615,System Test,2016-11-21,2016-12-28,38
616,Project Plan,2018-09-11,2018-09-21,11
616,Requirements Specification,2018-09-22,2018-10-13,22
616,Design Document,2018-10-14,2018-11-11,29
616,Code,2018-11-12,2018-11-29,18
616,Unit Test,2018-11-30,2018-12-10,11
616,System Test,2018-12-11,2019-01-15,36
617,Project Plan,2017-12-03,2017-12-10,8
617,Requirements Specification,2017-12-11,2017-12-30,20
617,Design Document,2017-12-31,2018-01-27,28
617,Code,2018-01-28,2018-02-10,14
617,Unit Test,2018-02-11,2018-02-22,12
617,System Test,2018-02-23,2018-04-17,54
618,Project Plan,2019-11-03,2019-11-10,8
618,Requirements Specification,2019-11-11,2019-11-27,17
618,Design Document,2019-11-28,2019-12-21,24
618,Code,2019-12-22,2020-01-05,15
618,Unit Test,2020-01-06,2020-01-13,8
618,System Test,2020-01-14,2020-03-06,53
619,Project Plan,2015-02-25,2015-03-06,10
